ID,name,age,gender,state,season,place,days_survived,votes_against,place_percent,time_playing,total_times_played,players_in_season,season_number,is_censored
2601,John Cochran,25,Male,DC,Caramoan,1,39,0,1.0,2,2,20,26,1
2720,Rupert Boneham,49,Male,IN,Blood vs. Water,20,1,0,0.050000000000000044,4,4,20,27,1
2719,Colton Cumbie,22,Male,AL,Blood vs. Water,19,7,0,0.09999999999999998,2,2,20,27,1
2718,Rachel Foulger,33,Female,UT,Blood vs. Water,18,6,5,0.15000000000000002,1,1,20,27,0
2717,Marissa Peterson,21,Female,NC,Blood vs. Water,17,3,10,0.19999999999999996,1,1,20,27,0
2716,Candice Cody,30,Female,DC,Blood vs. Water,16,1,6,0.25,1,1,20,27,0
2715,Brad Culpepper,44,Male,FL,Blood vs. Water,15,10,7,0.30000000000000004,1,2,20,27,0
2714,Kat Edorsson,23,Female,FL,Blood vs. Water,14,16,5,0.35,2,2,20,27,0
2713,John Cody,30,Male,DC,Blood vs. Water,13,8,8,0.4,1,1,20,27,0
2712,Laura Boneham,44,Female,IN,Blood vs. Water,12,18,11,0.44999999999999996,1,1,20,27,1
2711,Aras Baskauskas,31,Male,CA,Blood vs. Water,11,21,7,0.5,2,2,20,27,0
2710,Vytas Baskauskas,33,Male,CA,Blood vs. Water,10,22,10,0.55,1,2,20,27,0
2709,Caleb Bankston,26,Male,AL,Blood vs. Water,9,29,4,0.6,1,1,20,27,0
2708,Katie Collins,25,Female,NY,Blood vs. Water,8,32,4,0.65,1,1,20,27,1
2707,Hayden Moss,27,Male,TX,Blood vs. Water,7,35,8,0.7,1,1,20,27,0
2706,Laura Morett,43,Female,OR,Blood vs. Water,6,26,19,0.75,2,2,20,27,1
2705,Ciera Eastin,24,Female,OR,Blood vs. Water,5,37,14,0.8,1,3,20,27,0
2704,Tina Wesson,52,Female,NC,Blood vs. Water,4,28,10,0.85,3,3,20,27,1
2703,Gervase Peterson,43,Male,PA,Blood vs. Water,3,39,6,0.9,2,2,20,27,1
2702,Monica Culpepper,42,Female,FL,Blood vs. Water,2,39,6,0.95,2,2,20,27,1
2701,Tyson Apostol,34,Male,UT,Blood vs. Water,1,39,2,1.0,3,3,20,27,1
2818,David Samson,45,Male,FL,Cagayan,18,3,4,0.05555555555555558,1,1,18,28,0
2817,Garrett Adelstein,27,Male,CA,Cagayan,17,6,3,0.11111111111111116,1,1,18,28,0
2816,Brice Johnston,27,Male,PA,Cagayan,16,8,5,0.16666666666666663,1,1,18,28,0
2815,J'Tia Taylor,31,Female,IL,Cagayan,15,11,7,0.2222222222222222,1,1,18,28,0
2814,Cliff Robinson,46,Male,NJ,Cagayan,14,14,4,0.2777777777777778,1,1,18,28,0
2813,Lindsey Ogle,29,Female,IN,Cagayan,13,14,0,0.33333333333333337,1,1,18,28,1
2812,Alexis Maxwell,21,Female,IL,Cagayan,12,16,8,0.38888888888888884,1,1,18,28,0
2811,Sarah Lacina,29,Female,IA,Cagayan,11,19,6,0.4444444444444444,1,2,18,28,0
2810,Morgan McLeod,21,Female,CA,Cagayan,10,22,8,0.5,1,1,18,28,0
2809,LJ McKanas,34,Male,MA,Cagayan,9,25,8,0.5555555555555556,1,1,18,28,0
2808,Jeremiah Wood,34,Male,NC,Cagayan,8,28,9,0.6111111111111112,1,1,18,28,0
2807,Jefra Bland,22,Female,KY,Cagayan,7,30,9,0.6666666666666667,1,1,18,28,0
2806,Tasha Fox,37,Female,MO,Cagayan,6,33,4,0.7222222222222222,1,2,18,28,0
2805,Trish Hegarty,48,Female,MA,Cagayan,5,36,5,0.7777777777777778,1,1,18,28,0
2804,Spencer Bledsoe,21,Male,IL,Cagayan,4,37,8,0.8333333333333334,1,2,18,28,0
2803,Kass McQuillen,41,Female,CA,Cagayan,3,38,2,0.8888888888888888,1,2,18,28,0
2802,Woo Hwang,29,Male,CA,Cagayan,2,39,4,0.9444444444444444,1,2,18,28,1
2801,Tony Vlachos,39,Male,NJ,Cagayan,1,39,5,1.0,1,2,18,28,1
2918,Nadiya Anderson,28,Female,NJ,San Juan del Sur,18,3,5,0.05555555555555558,1,1,18,29,0
2917,Val Collins,35,Female,MA,San Juan del Sur,17,6,9,0.11111111111111116,1,1,18,29,0
2916,John Rocker,39,Male,GA,San Juan del Sur,16,8,5,0.16666666666666663,1,1,18,29,0
2915,Drew Christy,25,Male,FL,San Juan del Sur,15,10,5,0.2222222222222222,1,1,18,29,0
2914,Kelley Wentworth,28,Female,WA,San Juan del Sur,14,13,4,0.2777777777777778,1,2,18,29,0
2913,Dale Wentworth,55,Male,WA,San Juan del Sur,13,15,8,0.33333333333333337,1,1,18,29,0
2912,Julie McGee,34,Female,GA,San Juan del Sur,12,18,2,0.38888888888888884,1,1,18,29,1
2911,Josh Canfield,32,Male,NY,San Juan del Sur,11,21,6,0.4444444444444444,1,1,18,29,0
2910,Jeremy Collins,36,Male,MA,San Juan del Sur,10,24,5,0.5,1,2,18,29,0
2909,Wes Nale,23,Male,LA,San Juan del Sur,9,26,2,0.5555555555555556,1,1,18,29,0
2908,Reed Kelly,31,Male,NY,San Juan del Sur,8,29,10,0.6111111111111112,1,1,18,29,0
2907,Alec Christy,22,Male,FL,San Juan del Sur,7,32,4,0.6666666666666667,1,1,18,29,0
2906,Jon Misch,26,Male,MI,San Juan del Sur,6,35,8,0.7222222222222222,1,1,18,29,0
2905,Baylor Wilson,20,Female,TN,San Juan del Sur,5,37,17,0.7777777777777778,1,1,18,29,0
2904,Keith Nale,53,Male,LA,San Juan del Sur,4,38,16,0.8333333333333334,1,2,18,29,0
2903,Missy Payne,47,Female,TX,San Juan del Sur,3,39,3,0.8888888888888888,1,1,18,29,1
2902,Jaclyn Schultz,25,Female,NV,San Juan del Sur,2,39,6,0.9444444444444444,1,1,18,29,1
2901,Natalie Anderson,28,Female,NJ,San Juan del Sur,1,39,0,1.0,1,1,18,29,1
3018,So Kim,31,Female,CA,Worlds Apart,18,3,4,0.05555555555555558,1,1,18,30,0
3017,Vince Sly,32,Male,CA,Worlds Apart,17,6,3,0.11111111111111116,1,1,18,30,0
3016,Nina Poersch,51,Female,CA,Worlds Apart,16,8,4,0.16666666666666663,1,1,18,30,0
3015,Lindsey Cascaddan,24,Female,FL,Worlds Apart,15,11,5,0.2222222222222222,1,1,18,30,0
3014,Max Dawson,37,Male,CA,Worlds Apart,14,14,5,0.2777777777777778,1,1,18,30,0
3013,Joaquin Souberbielle,27,Male,NY,Worlds Apart,13,16,4,0.33333333333333337,1,1,18,30,0
3012,Kelly Remington,44,Female,NY,Worlds Apart,12,19,4,0.38888888888888884,1,1,18,30,0
3011,Hali Ford,25,Female,CA,Worlds Apart,11,22,8,0.4444444444444444,1,2,18,30,0
3010,Joe Anglim,25,Male,AZ,Worlds Apart,10,24,8,0.5,1,2,18,30,0
3009,Jenn Brown,22,Female,CA,Worlds Apart,9,27,18,0.5555555555555556,1,1,18,30,0
3008,Shirin Oskooi,31,Female,CA,Worlds Apart,8,29,7,0.6111111111111112,1,2,18,30,0
3007,Tyler Fredrickson,33,Male,CA,Worlds Apart,7,32,5,0.6666666666666667,1,1,18,30,0
3006,Dan Foley,47,Male,ME,Worlds Apart,6,35,9,0.7222222222222222,1,1,18,30,0
3005,Sierra Dawn Thomas,27,Female,UT,Worlds Apart,5,37,6,0.7777777777777778,1,2,18,30,0
3004,Rodney Lavoie Jr.,24,Male,MA,Worlds Apart,4,38,5,0.8333333333333334,1,1,18,30,0
3003,Carolyn Rivera,52,Female,FL,Worlds Apart,3,39,10,0.8888888888888888,1,1,18,30,1
3002,Will Sims II,41,Male,CA,Worlds Apart,2,39,4,0.9444444444444444,1,1,18,30,1
3001,Mike Holloway,38,Male,TX,Worlds Apart,1,39,4,1.0,1,1,18,30,1
3120,Vytas Baskauskas,35,Male,CA,Cambodia,20,3,6,0.050000000000000044,2,2,20,31,0
3119,Shirin Oskooi,32,Female,CA,Cambodia,19,6,5,0.09999999999999998,2,2,20,31,0
3118,Peih-Gee Law,37,Female,CA,Cambodia,18,9,4,0.15000000000000002,2,2,20,31,0
3117,Jeff Varner,49,Male,NC,Cambodia,17,11,4,0.19999999999999996,2,3,20,31,0
3116,Monica Padilla,31,Female,NY,Cambodia,16,13,3,0.25,2,2,20,31,0
3115,Terry Deitz,55,Male,CT,Cambodia,15,13,0,0.30000000000000004,2,2,20,31,1
3114,Woo Hwang,31,Male,CA,Cambodia,14,16,5,0.35,2,2,20,31,0
3113,Kass McQuillen,42,Female,CA,Cambodia,13,19,6,0.4,2,2,20,31,0
3112,Andrew Savage,51,Male,CA,Cambodia,12,21,4,0.44999999999999996,2,2,20,31,0
3111,Kelly Wiglesworth,37,Female,NC,Cambodia,11,24,8,0.5,2,2,20,31,0
3110,Ciera Eastin,26,Female,OR,Cambodia,10,26,10,0.55,2,3,20,31,0
3109,Stephen Fishbach,36,Male,NY,Cambodia,9,29,9,0.6,2,2,20,31,0
3108,Joe Anglim,26,Male,AZ,Cambodia,8,32,8,0.65,2,2,20,31,0
3107,Abi-Maria Gomes,35,Female,CA,Cambodia,7,35,14,0.7,2,2,20,31,0
3106,Kimmi Kappenberg,42,Female,TX,Cambodia,6,36,9,0.75,2,2,20,31,0
3105,Keith Nale,54,Male,LA,Cambodia,5,37,4,0.8,2,2,20,31,0
3104,Kelley Wentworth,28,Female,WA,Cambodia,4,38,17,0.85,2,2,20,31,0
3103,Spencer Bledsoe,22,Male,IL,Cambodia,3,39,11,0.9,2,2,20,31,1
3102,Tasha Fox,38,Female,MO,Cambodia,2,39,8,0.95,2,2,20,31,1
3101,Jeremy Collins,37,Male,MA,Cambodia,1,39,3,1.0,2,2,20,31,1
3218,Darnell Hamilton,27,Male,IL,Kaôh Rōng,18,3,7,0.05555555555555558,1,1,18,32,0
3217,Jennifer Lanzetti,38,Female,UT,Kaôh Rōng,17,6,3,0.11111111111111116,1,1,18,32,0
3216,Liz Markham,27,Female,NY,Kaôh Rōng,16,8,5,0.16666666666666663,1,1,18,32,0
3215,Caleb Reynolds,28,Male,KY,Kaôh Rōng,15,9,0,0.2222222222222222,1,2,18,32,1
3214,Alecia Holden,24,Female,TX,Kaôh Rōng,14,11,8,0.2777777777777778,1,1,18,32,0
3213,Anna Khait,26,Female,NY,Kaôh Rōng,13,13,5,0.33333333333333337,1,1,18,32,0
3212,Peter Baggenstos,34,Male,MN,Kaôh Rōng,12,16,7,0.38888888888888884,1,1,18,32,0
3211,Neal Gottlieb,38,Male,CA,Kaôh Rōng,11,19,0,0.4444444444444444,1,1,18,32,1
3210,Nick Maiorano,30,Male,CA,Kaôh Rōng,10,22,6,0.5,1,1,18,32,0
3209,Debbie Wanner,49,Female,PA,Kaôh Rōng,9,24,5,0.5555555555555556,1,2,18,32,0
3208,Scot Pollard,40,Male,IN,Kaôh Rōng,8,27,7,0.6111111111111112,1,1,18,32,0
3207,Julia Sokolowski,19,Female,MA,Kaôh Rōng,7,29,7,0.6666666666666667,1,1,18,32,0
3206,Kyle Jason,31,Male,MI,Kaôh Rōng,6,32,5,0.7222222222222222,1,1,18,32,0
3205,Joe del Campo,72,Male,FL,Kaôh Rōng,5,34,1,0.7777777777777778,1,1,18,32,1
3204,Cydney Gillon,23,Female,GA,Kaôh Rōng,4,37,5,0.8333333333333334,1,1,18,32,0
3203,Tai Trang,51,Male,CA,Kaôh Rōng,3,39,4,0.8888888888888888,1,2,18,32,1
3202,Aubry Bracco,29,Female,MA,Kaôh Rōng,2,39,8,0.9444444444444444,1,2,18,32,1
3201,Michele Fitzgerald,24,Female,NJ,Kaôh Rōng,1,39,2,1.0,1,1,18,32,1
3320,Rachel Ako,37,Female,CA,Millennials vs. Gen X,20,4,5,0.050000000000000044,1,1,20,33,0
3319,Mari Takahashi,31,Female,CA,Millennials vs. Gen X,19,7,7,0.09999999999999998,1,1,20,33,0
3318,Paul Wachter,52,Male,FL,Millennials vs. Gen X,18,10,6,0.15000000000000002,1,1,20,33,0
3317,Lucy Huang,42,Female,CA,Millennials vs. Gen X,17,12,2,0.19999999999999996,1,1,20,33,0
3316,CeCe Taylor,39,Female,CA,Millennials vs. Gen X,16,15,11,0.25,1,1,20,33,0
3315,Figgy Figueroa,23,Female,TN,Millennials vs. Gen X,15,18,6,0.30000000000000004,1,1,20,33,0
3314,Michaela Bradshaw,25,Female,TX,Millennials vs. Gen X,14,20,4,0.35,1,2,20,33,0
3313,Michelle Schubert,28,Female,WA,Millennials vs. Gen X,13,23,10,0.4,1,1,20,33,0
3312,Taylor Stocker,24,Male,ID,Millennials vs. Gen X,12,25,7,0.44999999999999996,1,1,20,33,0
3311,Chris Hammons,38,Male,OK,Millennials vs. Gen X,11,28,7,0.5,1,1,20,33,0
3310,Jessica Lewis,37,Female,NY,Millennials vs. Gen X,10,30,9,0.55,1,1,20,33,1
3309,Zeke Smith,28,Male,NY,Millennials vs. Gen X,9,33,14,0.6,1,2,20,33,0
3308,Will Wahl,18,Male,NJ,Millennials vs. Gen X,8,34,6,0.65,1,1,20,33,0
3307,Sunday Burquest,45,Female,MN,Millennials vs. Gen X,7,35,5,0.7,1,1,20,33,0
3306,Jay Starrett,27,Male,FL,Millennials vs. Gen X,6,36,10,0.75,1,1,20,33,0
3305,Bret LaBelle,42,Male,MA,Millennials vs. Gen X,5,37,5,0.8,1,1,20,33,0
3304,David Wright,42,Male,CA,Millennials vs. Gen X,4,38,10,0.85,1,1,20,33,0
3303,Hannah Shapiro,24,Female,CA,Millennials vs. Gen X,3,39,13,0.9,1,1,20,33,1
3302,Ken McNickle,33,Male,CO,Millennials vs. Gen X,2,39,3,0.95,1,1,20,33,1
3301,Adam Klein,25,Male,CA,Millennials vs. Gen X,1,39,6,1.0,1,1,20,33,1
3420,Ciera Eastin,27,Female,OR,Game Changers,20,3,9,0.050000000000000044,3,3,20,34,0
3419,Tony Vlachos,42,Male,NJ,Game Changers,19,6,7,0.09999999999999998,2,2,20,34,0
3418,Caleb Reynolds,28,Male,KY,Game Changers,18,9,5,0.15000000000000002,2,2,20,34,0
3417,Malcolm Freberg,29,Male,CA,Game Changers,17,11,5,0.19999999999999996,3,3,20,34,0
3416,J.T. Thomas,31,Male,AL,Game Changers,16,13,3,0.25,3,3,20,34,0
3415,Sandra Diaz-Twine,41,Female,NC,Game Changers,15,16,5,0.30000000000000004,3,3,20,34,0
3414,Jeff Varner,50,Male,NC,Game Changers,14,18,6,0.35,3,3,20,34,0
3413,Hali Ford,26,Female,TN,Game Changers,13,21,8,0.4,2,2,20,34,0
3412,Ozzy Lusth,34,Male,CA,Game Changers,12,24,7,0.44999999999999996,4,4,20,34,0
3411,Debbie Wanner,51,Female,PA,Game Changers,11,26,6,0.5,2,2,20,34,0
3410,Zeke Smith,28,Male,NY,Game Changers,10,29,11,0.55,2,2,20,34,0
3409,Sierra Dawn Thomas,29,Female,UT,Game Changers,9,32,15,0.6,2,2,20,34,0
3408,Andrea Boehlke,27,Female,NY,Game Changers,8,33,14,0.65,3,3,20,34,0
3407,Michaela Bradshaw,25,Female,TX,Game Changers,7,35,11,0.7,2,2,20,34,0
3406,Cirie Fields,45,Female,CT,Game Changers,6,36,0,0.75,4,4,20,34,1
3405,Aubry Bracco,30,Female,MA,Game Changers,5,37,9,0.8,2,2,20,34,0
3404,Tai Trang,52,Male,CA,Game Changers,4,38,12,0.85,2,2,20,34,0
3403,Troyzan Robertson,54,Male,FL,Game Changers,3,39,2,0.9,2,2,20,34,1
3402,Brad Culpepper,47,Male,FL,Game Changers,2,39,2,0.95,2,2,20,34,1
3401,Sarah Lacina,32,Female,IA,Game Changers,1,39,3,1.0,2,2,20,34,1
3518,Katrina Radke,46,Female,MN,Heroes vs. Healers vs. Hustlers,18,3,5,0.05555555555555558,1,1,18,35,0
3517,Simone Nguyen,25,Female,NY,Heroes vs. Healers vs. Hustlers,17,6,5,0.11111111111111116,1,1,18,35,0
3516,Patrick Bolton,24,Male,AL,Heroes vs. Healers vs. Hustlers,16,8,5,0.16666666666666663,1,1,18,35,0
3515,Alan Ball,32,Male,TX,Heroes vs. Healers vs. Hustlers,15,11,2,0.2222222222222222,1,1,18,35,0
3514,Roark Luskin,27,Female,CA,Heroes vs. Healers vs. Hustlers,14,14,3,0.2777777777777778,1,1,18,35,0
3513,Ali Elliott,24,Female,CA,Heroes vs. Healers vs. Hustlers,13,16,3,0.33333333333333337,1,1,18,35,0
3512,Jessica Johnston,29,Female,KY,Heroes vs. Healers vs. Hustlers,12,19,7,0.38888888888888884,1,1,18,35,0
3511,Desi Williams,27,Female,VA,Heroes vs. Healers vs. Hustlers,11,21,11,0.4444444444444444,1,1,18,35,0
3510,Cole Medders,24,Male,AR,Heroes vs. Healers vs. Hustlers,10,24,7,0.5,1,1,18,35,0
3509,JP Hilsabeck,28,Male,CA,Heroes vs. Healers vs. Hustlers,9,27,6,0.5555555555555556,1,1,18,35,0
3508,Joe Mena,34,Male,CT,Heroes vs. Healers vs. Hustlers,8,30,12,0.6111111111111112,1,1,18,35,0
3507,Lauren Rimmer,35,Female,NC,Heroes vs. Healers vs. Hustlers,7,33,3,0.6666666666666667,1,1,18,35,0
3506,Ashley Nolan,26,Female,FL,Heroes vs. Healers vs. Hustlers,6,36,8,0.7222222222222222,1,1,18,35,0
3505,Mike Zahalsky,43,Male,FL,Heroes vs. Healers vs. Hustlers,5,37,9,0.7777777777777778,1,1,18,35,0
3504,Devon Pinto,23,Male,CA,Heroes vs. Healers vs. Hustlers,4,38,2,0.8333333333333334,1,1,18,35,1
3503,Ryan Ulrich,23,Male,NJ,Heroes vs. Healers vs. Hustlers,3,39,2,0.8888888888888888,1,1,18,35,1
3502,Chrissy Hofbeck,46,Female,NJ,Heroes vs. Healers vs. Hustlers,2,39,7,0.9444444444444444,1,1,18,35,1
3501,Ben Driebergen,34,Male,ID,Heroes vs. Healers vs. Hustlers,1,39,11,1.0,1,1,18,35,1
3620,Stephanie Gonzalez,26,Female,FL,Ghost Island,20,3,8,0.050000000000000044,1,1,20,36,0
3619,Jacob Derwin,22,Male,NY,Ghost Island,19,6,5,0.09999999999999998,1,1,20,36,0
3618,Morgan Ricke,29,Female,FL,Ghost Island,18,9,4,0.15000000000000002,1,1,20,36,0
3617,Brendan Shapiro,41,Male,VA,Ghost Island,17,12,5,0.19999999999999996,1,1,20,36,0
3616,Stephanie Johnson,34,Female,IL,Ghost Island,16,14,7,0.25,1,1,20,36,0
3615,James Lim,24,Male,NY,Ghost Island,15,17,6,0.30000000000000004,1,1,20,36,0
3614,Bradley Kleihege,26,Male,CA,Ghost Island,14,19,8,0.35,1,1,20,36,0
3613,Chris Noble,27,Male,NY,Ghost Island,13,22,10,0.4,1,1,20,36,0
3612,Libby Vincek,24,Female,TX,Ghost Island,12,25,8,0.44999999999999996,1,1,20,36,0
3611,Desiree Afuye,21,Female,NY,Ghost Island,11,27,10,0.5,1,1,20,36,0
3610,Jenna Bowman,23,Female,CA,Ghost Island,10,29,3,0.55,1,1,20,36,0
3609,Michael Yerger,18,Male,CA,Ghost Island,9,29,15,0.6,1,1,20,36,0
3608,Chelsea Townsend,25,Female,CA,Ghost Island,8,32,5,0.65,1,1,20,36,0
3607,Kellyn Bechtold,31,Female,CO,Ghost Island,7,35,8,0.7,1,1,20,36,0
3606,Sebastian Noel,22,Male,FL,Ghost Island,6,36,5,0.75,1,1,20,36,0
3605,Donathan Hurley,26,Male,KY,Ghost Island,5,37,11,0.8,1,1,20,36,0
3604,Angela Perkins,42,Female,OH,Ghost Island,4,38,3,0.85,1,1,20,36,1
3603,Laurel Johnson,29,Female,MN,Ghost Island,3,39,3,0.9,1,1,20,36,1
3602,Domenick Abbate,38,Male,NY,Ghost Island,2,39,2,0.95,1,1,20,36,1
3601,Wendell Holland,33,Male,PA,Ghost Island,1,39,5,1.0,1,1,20,36,1
3720,Pat Cusack,40,Male,NY,David vs. Goliath,20,3,0,0.050000000000000044,1,1,20,37,1
3719,Jessica Peet,19,Female,FL,David vs. Goliath,19,6,5,0.09999999999999998,1,1,20,37,0
3718,Jeremy Crawford,40,Male,NY,David vs. Goliath,18,9,9,0.15000000000000002,1,1,20,37,0
3717,Bi Nguyen,28,Female,TX,David vs. Goliath,17,10,0,0.19999999999999996,1,1,20,37,1
3716,Natalia Azoqa,25,Female,CA,David vs. Goliath,16,11,3,0.25,1,1,20,37,0
3715,Natalie Cole,57,Female,CA,David vs. Goliath,15,15,4,0.30000000000000004,1,1,20,37,0
3714,Lyrsa Torres,36,Female,MA,David vs. Goliath,14,17,9,0.35,1,1,20,37,0
3713,Elizabeth Olson,31,Female,TX,David vs. Goliath,13,20,13,0.4,1,1,20,37,0
3712,John Hennigan,38,Male,CA,David vs. Goliath,12,22,3,0.44999999999999996,1,1,20,37,0
3711,Dan Rengering,27,Male,FL,David vs. Goliath,11,25,6,0.5,1,1,20,37,0
3710,Alec Merlino,24,Male,CA,David vs. Goliath,10,28,9,0.55,1,1,20,37,0
3709,Carl Boudreaux,41,Male,TX,David vs. Goliath,9,30,6,0.6,1,1,20,37,0
3708,Gabby Pascuzzi,25,Female,CO,David vs. Goliath,8,32,2,0.65,1,1,20,37,0
3707,Christian Hubicki,32,Male,FL,David vs. Goliath,7,35,18,0.7,1,1,20,37,0
3706,Davie Rickenbacker,30,Male,GA,David vs. Goliath,6,36,7,0.75,1,1,20,37,0
3705,Alison Raybould,28,Female,NC,David vs. Goliath,5,37,13,0.8,1,1,20,37,0
3704,Kara Kay,30,Female,CA,David vs. Goliath,4,38,0,0.85,1,1,20,37,1
3703,Angelina Keeley,28,Female,CA,David vs. Goliath,3,39,6,0.9,1,1,20,37,1
3702,Mike White,47,Male,CA,David vs. Goliath,2,39,1,0.95,1,1,20,37,1
3701,Nick Wilson,27,Male,KY,David vs. Goliath,1,39,0,1.0,1,1,20,37,1
